sample,num,Target.Name,CT,Ct.Mean,Ct.SD,Automatic.Ct.Threshold,Ct.Threshold,Automatic.Baseline,Baseline.Start,Baseline.End,Amp.Status,Cq.Conf,Tm1,Tm2,Tm3,Tm4,HIGHSD,MTP,df,hour_num,CT_num,dil_log10copies,dil_copies,copies,log10copies
B1,t0,pflM2,26.695,26.598,0.304,TRUE,0.321,TRUE,3,21,Amp,0.965,91.328,NA,NA,NA,N,N,dil_qPCR_1,0,26.695,3.275471591,1885.695616,18856.95616,4.275471591
B1,t0,pflM2,26.257,26.598,0.304,TRUE,0.321,TRUE,3,20,Amp,0.966,91.317,NA,NA,NA,N,N,dil_qPCR_1,0,26.257,3.395079201,2483.585989,24835.85989,4.395079201
B1,t33,pflM2,12.877,13.271,0.627,TRUE,0.321,TRUE,3,8,Amp,0.923,91.458,NA,NA,NA,Y,N,dil_qPCR_1,33,12.877,7.04884591,11190407.7,111904077,8.04884591
B1,t33,pflM2,12.941,13.271,0.627,TRUE,0.321,TRUE,3,8,Amp,0.965,91.371,NA,NA,NA,Y,N,dil_qPCR_1,33,12.941,7.031368999,10749023.16,107490231.6,8.031368999
B1,t33,pflM2,13.994,13.271,0.627,TRUE,0.321,TRUE,3,8,Amp,0.929,91.371,NA,NA,NA,Y,N,dil_qPCR_1,33,13.994,6.743819197,5543948.626,55439486.26,7.743819197
B1,t76,pflM2,26.202,26.115,0.12,TRUE,0.321,TRUE,3,20,Amp,0.959,91.404,NA,NA,NA,N,N,dil_qPCR_1,76,26.202,3.410098422,2570.978362,25709.78362,4.410098422
B1,t76,pflM2,25.978,26.115,0.12,TRUE,0.321,TRUE,3,19,Amp,0.957,91.404,NA,NA,NA,N,N,dil_qPCR_1,76,25.978,3.47126761,2959.835741,29598.35741,4.47126761
B1,t76,pflM2,26.165,26.115,0.12,TRUE,0.321,TRUE,3,20,Amp,0.96,91.645,NA,NA,NA,N,N,dil_qPCR_1,76,26.165,3.420202261,2631.493252,26314.93252,4.420202261
B2,t30,pflM2,15.627,15.88,0.376,TRUE,0.321,TRUE,3,10,Amp,0.925,91.645,NA,NA,NA,N,N,dil_qPCR_1,30,15.627,6.29788489,1985568.57,19855685.7,7.29788489
B2,t30,pflM2,15.701,15.88,0.376,TRUE,0.321,TRUE,3,10,Amp,0.942,91.626,NA,NA,NA,N,N,dil_qPCR_1,30,15.701,6.277677211,1895296.721,18952967.21,7.277677211
B2,t30,pflM2,16.311,15.88,0.376,TRUE,0.321,TRUE,3,11,Amp,0.972,92.05,NA,NA,NA,N,N,dil_qPCR_1,30,16.311,6.111100403,1291517.821,12915178.21,7.111100403
B1,t3,pflM2,18.767,19.028,0.227,TRUE,0.321,TRUE,3,12,Amp,0.956,91.469,NA,NA,NA,N,N,dil_qPCR_1,3,18.767,5.440423943,275691.8598,2756918.598,6.440423943
B1,t3,pflM2,19.184,19.028,0.227,TRUE,0.321,TRUE,3,13,Amp,0.959,91.328,NA,NA,NA,N,N,dil_qPCR_1,3,19.184,5.326550945,212105.0187,2121050.187,6.326550945
B1,t3,pflM2,19.132,19.028,0.227,TRUE,0.321,TRUE,3,14,Amp,0.953,91.317,NA,NA,NA,N,N,dil_qPCR_1,3,19.132,5.340750935,219154.7737,2191547.737,6.340750935
B1,t36,pflM2,14.192,14.448,0.263,TRUE,0.321,TRUE,3,9,Amp,0.948,91.317,NA,NA,NA,N,N,dil_qPCR_1,36,14.192,6.689750004,4894969.653,48949696.53,7.689750004
B1,t36,pflM2,14.718,14.448,0.263,TRUE,0.321,TRUE,3,9,Amp,0.939,91.229,NA,NA,NA,N,N,dil_qPCR_1,36,14.718,6.546111641,3516508.255,35165082.55,7.546111641
B1,t36,pflM2,14.434,14.448,0.263,TRUE,0.321,TRUE,3,9,Amp,0.945,91.229,NA,NA,NA,N,N,dil_qPCR_1,36,14.434,6.623665434,4204026.393,42040263.93,7.623665434
B2,t0,pflM2,25.1,25.573,0.43,TRUE,0.321,TRUE,3,19,Amp,0.957,91.263,NA,NA,NA,N,N,dil_qPCR_1,0,25.1,3.711028983,5140.779579,51407.79579,4.711028983
B2,t0,pflM2,25.94,25.573,0.43,TRUE,0.321,TRUE,3,20,Amp,0.971,91.362,NA,NA,NA,N,N,dil_qPCR_1,0,25.94,3.481644526,3031.408933,30314.08933,4.481644526
B1,t6,pflM2,14.988,14.993,0.015,TRUE,0.321,TRUE,3,9,Amp,0.944,91.328,NA,NA,NA,N,N,dil_qPCR_1,6,14.988,6.472380923,2967433.006,29674330.06,7.472380923
B1,t6,pflM2,14.981,14.993,0.015,TRUE,0.321,TRUE,3,10,Amp,0.943,91.187,NA,NA,NA,N,N,dil_qPCR_1,6,14.981,6.47429246,2980522.88,29805228.8,7.47429246
B1,t6,pflM2,15.01,14.993,0.015,TRUE,0.321,TRUE,3,9,Amp,0.958,91.176,NA,NA,NA,N,N,dil_qPCR_1,6,15.01,6.466373235,2926666.489,29266664.89,7.466373235
B1,t48,pflM2,14.014,14.22,0.2,TRUE,0.321,TRUE,3,8,Amp,0.954,91.317,NA,NA,NA,N,N,dil_qPCR_1,48,14.014,6.738357662,5474666.424,54746664.24,7.738357662
B1,t48,pflM2,14.413,14.22,0.2,TRUE,0.321,TRUE,3,9,Amp,0.951,91.229,NA,NA,NA,N,N,dil_qPCR_1,48,14.413,6.629400045,4259906.288,42599062.88,7.629400045
B1,t48,pflM2,14.233,14.22,0.2,TRUE,0.321,TRUE,3,8,Amp,0.943,91.229,NA,NA,NA,N,N,dil_qPCR_1,48,14.233,6.678553858,4770389.688,47703896.88,7.678553858
B2,t3,pflM2,20.953,21.583,0.559,TRUE,0.321,TRUE,3,15,Amp,0.961,91.123,NA,NA,NA,Y,N,dil_qPCR_1,3,20.953,4.843478201,69739.39915,697393.9915,5.843478201
B2,t3,pflM2,21.777,21.583,0.559,TRUE,0.321,TRUE,3,16,Amp,0.96,91.123,NA,NA,NA,Y,N,dil_qPCR_1,3,21.777,4.618462972,41539.6633,415396.633,5.618462972
B2,t3,pflM2,22.02,21.583,0.559,TRUE,0.321,TRUE,3,14,Amp,0.969,91.221,NA,NA,NA,Y,N,dil_qPCR_1,3,22.02,4.552105326,35653.75908,356537.5908,5.552105326
B2,t36,pflM2,12.293,12.503,0.253,TRUE,0.321,TRUE,3,6,Amp,0.964,91.362,NA,NA,NA,N,N,dil_qPCR_1,36,12.293,7.208322723,16155586.26,161555862.6,8.208322723
B2,t36,pflM2,12.433,12.503,0.253,TRUE,0.321,TRUE,3,6,Amp,0.96,91.062,NA,NA,NA,N,N,dil_qPCR_1,36,12.433,7.17009198,14794216.84,147942168.4,8.17009198
B2,t36,pflM2,12.784,12.503,0.253,TRUE,0.321,TRUE,3,7,Amp,0.96,91.344,NA,NA,NA,N,N,dil_qPCR_1,36,12.784,7.074242046,11864297.98,118642979.8,8.074242046
B1,t9,pflM2,12.493,13.185,0.978,TRUE,0.321,TRUE,3,6,Amp,0.966,91.187,NA,NA,NA,Y,N,dil_qPCR_1,9,12.493,7.153707376,14246473.54,142464735.4,8.153707376
B1,t9,pflM2,12.757,13.185,0.978,TRUE,0.321,TRUE,3,7,Amp,0.967,91.187,NA,NA,NA,Y,N,dil_qPCR_1,9,12.757,7.081615118,12067439.16,120674391.6,8.081615118
B1,t9,pflM2,14.304,13.185,0.978,TRUE,0.321,TRUE,3,9,Amp,0.945,91.176,NA,NA,NA,Y,N,dil_qPCR_1,9,14.304,6.659165409,4562106.395,45621063.95,7.659165409
B1,t51,pflM2,21.907,21.81,0.085,TRUE,0.321,TRUE,3,16,Amp,0.962,91.176,NA,NA,NA,N,N,dil_qPCR_1,51,21.907,4.582962997,38279.21266,382792.1266,5.582962997
B1,t51,pflM2,21.777,21.81,0.085,TRUE,0.321,TRUE,3,14,Amp,0.965,91.088,NA,NA,NA,N,N,dil_qPCR_1,51,21.777,4.618462972,41539.6633,415396.633,5.618462972
B1,t51,pflM2,21.746,21.81,0.085,TRUE,0.321,TRUE,3,14,Amp,0.963,91.229,NA,NA,NA,N,N,dil_qPCR_1,51,21.746,4.626928351,42357.30799,423573.0799,5.626928351
B2,t6,pflM2,13.989,14.374,0.348,TRUE,0.321,TRUE,3,8,Amp,0.951,91.123,NA,NA,NA,N,N,dil_qPCR_1,6,13.989,6.745184581,5561405.74,55614057.4,7.745184581
B2,t6,pflM2,14.665,14.374,0.348,TRUE,0.321,TRUE,3,8,Amp,0.957,91.263,NA,NA,NA,N,N,dil_qPCR_1,6,14.665,6.560584708,3635672.107,36356721.07,7.560584708
B2,t6,pflM2,14.469,14.374,0.348,TRUE,0.321,TRUE,3,9,Amp,0.966,91.221,NA,NA,NA,N,N,dil_qPCR_1,6,14.469,6.614107748,4112517.398,41125173.98,7.614107748
B2,t48,pflM2,14.03,14.306,0.298,TRUE,0.321,TRUE,3,8,Amp,0.959,91.221,NA,NA,NA,N,N,dil_qPCR_1,48,14.03,6.733988435,5419864.57,54198645.7,7.733988435
B2,t48,pflM2,14.267,14.306,0.298,TRUE,0.321,TRUE,3,9,Amp,0.951,91.062,NA,NA,NA,N,N,dil_qPCR_1,48,14.267,6.669269249,4669487.838,46694878.38,7.669269249
B2,t48,pflM2,14.621,14.306,0.298,TRUE,0.321,TRUE,3,8,Amp,0.959,91.203,NA,NA,NA,N,N,dil_qPCR_1,48,14.621,6.572600085,3737662.511,37376625.11,7.572600085
B1,t12,pflM2,12.98,12.335,0.569,TRUE,0.321,TRUE,3,8,Amp,0.972,91.187,NA,NA,NA,Y,N,dil_qPCR_1,12,12.98,7.020719006,10488635.81,104886358.1,8.020719006
B1,t12,pflM2,12.121,12.335,0.569,TRUE,0.321,TRUE,3,7,Amp,0.96,91.046,NA,NA,NA,Y,N,dil_qPCR_1,12,12.121,7.255291921,18000804.74,180008047.4,8.255291921
B1,t12,pflM2,11.903,12.335,0.569,TRUE,0.321,TRUE,3,6,Amp,0.97,91.176,NA,NA,NA,Y,N,dil_qPCR_1,12,11.903,7.314822649,20645368.98,206453689.8,8.314822649
B1,t54,pflM2,21.267,20.842,0.372,TRUE,0.321,TRUE,3,15,Amp,0.95,91.176,NA,NA,NA,N,N,dil_qPCR_1,54,21.267,4.757732107,57244.28123,572442.8123,5.757732107
B1,t54,pflM2,20.683,20.842,0.372,TRUE,0.321,TRUE,3,15,Amp,0.963,91.088,NA,NA,NA,N,N,dil_qPCR_1,54,20.683,4.91720892,82643.54151,826435.4151,5.91720892
B1,t54,pflM2,20.576,20.842,0.372,TRUE,0.321,TRUE,3,14,Amp,0.953,91.229,NA,NA,NA,N,N,dil_qPCR_1,54,20.576,4.94642813,88395.08754,883950.8754,5.94642813
B2,t9,pflM2,11.921,11.974,0.173,TRUE,0.321,TRUE,3,7,Amp,0.965,91.263,NA,NA,NA,N,N,dil_qPCR_1,9,11.921,7.309907268,20413020.32,204130203.2,8.309907268
B2,t9,pflM2,12.167,11.974,0.173,TRUE,0.321,TRUE,3,7,Amp,0.953,91.221,NA,NA,NA,N,N,dil_qPCR_1,9,12.167,7.242730391,17487607.26,174876072.6,8.242730391
B2,t51,pflM2,22.238,22.23,0.248,TRUE,0.321,TRUE,3,15,Amp,0.967,91.08,NA,NA,NA,N,N,dil_qPCR_1,51,22.238,4.492574597,31086.69823,310866.9823,5.492574597
B2,t51,pflM2,21.978,22.23,0.248,TRUE,0.321,TRUE,3,15,Amp,0.958,90.92,NA,NA,NA,N,N,dil_qPCR_1,51,21.978,4.563574548,36607.8774,366078.774,5.563574548
B2,t51,pflM2,22.473,22.23,0.248,TRUE,0.321,TRUE,3,15,Amp,0.96,91.062,NA,NA,NA,N,N,dil_qPCR_1,51,22.473,4.428401565,26816.46729,268164.6729,5.428401565
B1,t24,pflM2,9.13,8.968,0.403,TRUE,0.321,TRUE,3,5,Amp,0.972,91.187,NA,NA,NA,N,N,dil_qPCR_1,24,9.13,8.072064434,118049576.7,1180495767,9.072064434
B1,t24,pflM2,9.265,8.968,0.403,TRUE,0.321,TRUE,3,5,Amp,0.983,91.046,NA,NA,NA,N,N,dil_qPCR_1,24,9.265,8.035199075,108442388.6,1084423886,9.035199075
B1,t24,pflM2,8.509,8.968,0.403,TRUE,0.321,TRUE,3,4,Amp,0.981,91.317,NA,NA,NA,N,N,dil_qPCR_1,24,8.509,8.241645086,174439601.6,1744396016,9.241645086
B1,t57,pflM2,19.551,19.716,0.144,TRUE,0.321,TRUE,3,13,Amp,0.963,91.176,NA,NA,NA,N,N,dil_qPCR_1,57,19.551,5.226331783,168396.0046,1683960.046,6.226331783
B1,t57,pflM2,19.783,19.716,0.144,TRUE,0.321,TRUE,3,14,Amp,0.964,91.088,NA,NA,NA,N,N,dil_qPCR_1,57,19.783,5.162977981,145538.5289,1455385.289,6.162977981
B1,t57,pflM2,19.814,19.716,0.144,TRUE,0.321,TRUE,3,14,Amp,0.96,91.229,NA,NA,NA,N,N,dil_qPCR_1,57,19.814,5.154512602,142729.1245,1427291.245,6.154512602
B2,t54,pflM2,20.093,20.174,0.116,TRUE,0.321,TRUE,3,14,Amp,0.972,91.08,NA,NA,NA,N,N,dil_qPCR_1,54,20.093,5.078324193,119763.421,1197634.21,6.078324193
B2,t54,pflM2,20.122,20.174,0.116,TRUE,0.321,TRUE,3,14,Amp,0.957,91.062,NA,NA,NA,N,N,dil_qPCR_1,54,20.122,5.070404968,117599.3626,1175993.626,6.070404968
B2,t54,pflM2,20.307,20.174,0.116,TRUE,0.321,TRUE,3,13,Amp,0.963,91.062,NA,NA,NA,N,N,dil_qPCR_1,54,20.307,5.019885772,104685.3168,1046853.168,6.019885772
B1,t27,pflM2,17.165,17.05,0.1,TRUE,0.321,TRUE,3,11,Amp,0.959,91.046,NA,NA,NA,N,N,dil_qPCR_1,27,17.165,5.877892872,754905.9907,7549059.907,6.877892872
B1,t27,pflM2,16.984,17.05,0.1,TRUE,0.321,TRUE,3,11,Amp,0.963,91.046,NA,NA,NA,N,N,dil_qPCR_1,27,16.984,5.927319761,845901.4332,8459014.332,6.927319761
B1,t27,pflM2,17.002,17.05,0.1,TRUE,0.321,TRUE,3,11,Amp,0.954,91.317,NA,NA,NA,N,N,dil_qPCR_1,27,17.002,5.92240438,836381.4259,8363814.259,6.92240438
B1,t60,pflM2,19.3,19.282,0.02,TRUE,0.321,TRUE,3,12,Amp,0.955,91.317,NA,NA,NA,N,N,dil_qPCR_1,60,19.3,5.294874044,197185.0766,1971850.766,6.294874044
B1,t60,pflM2,19.284,19.282,0.02,TRUE,0.321,TRUE,3,13,Amp,0.96,91.229,NA,NA,NA,N,N,dil_qPCR_1,60,19.284,5.299243271,199178.8733,1991788.733,6.299243271
B1,t60,pflM2,19.261,19.282,0.02,TRUE,0.321,TRUE,3,13,Amp,0.96,91.229,NA,NA,NA,N,N,dil_qPCR_1,60,19.261,5.305524036,202080.3271,2020803.271,6.305524036
B2,t24,pflM2,9.898,10.025,0.122,TRUE,0.321,TRUE,3,5,Amp,0.97,91.263,NA,NA,NA,N,N,dil_qPCR_1,24,9.898,7.862341502,72835230.99,728352309.9,8.862341502
B2,t24,pflM2,10.141,10.025,0.122,TRUE,0.321,TRUE,3,5,Amp,0.984,91.123,NA,NA,NA,N,N,dil_qPCR_1,24,10.141,7.795983855,62514945.28,625149452.8,8.795983855
B2,t24,pflM2,10.035,10.025,0.122,TRUE,0.321,TRUE,3,5,Amp,0.968,91.08,NA,NA,NA,N,N,dil_qPCR_1,24,10.035,7.824929989,66823618.54,668236185.4,8.824929989
B1,t30,pflM2,16.214,16.172,0.037,TRUE,0.321,TRUE,3,11,Amp,0.955,91.187,NA,NA,NA,N,N,dil_qPCR_1,30,16.214,6.137588846,1372741.763,13727417.63,7.137588846
B1,t30,pflM2,16.156,16.172,0.037,TRUE,0.321,TRUE,3,10,Amp,0.958,91.046,NA,NA,NA,N,N,dil_qPCR_1,30,16.156,6.153427297,1423728.888,14237288.88,7.153427297
B1,t30,pflM2,16.147,16.172,0.037,TRUE,0.321,TRUE,3,11,Amp,0.944,91.317,NA,NA,NA,N,N,dil_qPCR_1,30,16.147,6.155884988,1431808.669,14318086.69,7.155884988
B1,t72,pflM2,19.563,19.714,0.24,TRUE,0.321,TRUE,3,13,Amp,0.955,91.317,NA,NA,NA,N,N,dil_qPCR_1,72,19.563,5.223054862,167130.1729,1671301.729,6.223054862
B1,t72,pflM2,19.588,19.714,0.24,TRUE,0.321,TRUE,3,13,Amp,0.956,91.229,NA,NA,NA,N,N,dil_qPCR_1,72,19.588,5.216227944,164523.5015,1645235.015,6.216227944
B1,t72,pflM2,19.991,19.714,0.24,TRUE,0.321,TRUE,3,14,Amp,0.962,91.229,NA,NA,NA,N,N,dil_qPCR_1,72,19.991,5.10617802,127696.2136,1276962.136,6.10617802
B2,t27,pflM2,17.356,17.066,0.253,TRUE,0.321,TRUE,3,11,Amp,0.949,91.263,NA,NA,NA,N,N,dil_qPCR_1,27,17.356,5.825735216,669476.3128,6694763.128,6.825735216
B2,t27,pflM2,16.886,17.066,0.253,TRUE,0.321,TRUE,3,11,Amp,0.943,91.263,NA,NA,NA,N,N,dil_qPCR_1,27,16.886,5.954081281,899665.9435,8996659.435,6.954081281
B2,t27,pflM2,16.957,17.066,0.253,TRUE,0.321,TRUE,3,11,Amp,0.946,91.221,NA,NA,NA,N,N,dil_qPCR_1,27,16.957,5.934692833,860385.0046,8603850.046,6.934692833
B3,t0,pflM2,26.035,26.168,0.118,TRUE,0.212,TRUE,3,21,Amp,0.973,91.901,NA,NA,NA,N,N,dil_qPCR_2,0,26.035,3.455702236,2855.631975,28556.31975,4.455702236
B3,t0,pflM2,26.26,26.168,0.118,TRUE,0.212,TRUE,3,20,Amp,0.97,91.474,NA,NA,NA,N,N,dil_qPCR_2,0,26.26,3.394259971,2478.9055,24789.055,4.394259971
B3,t33,pflM2,11.846,12.546,0.628,TRUE,0.212,TRUE,3,7,Amp,0.968,91.615,NA,NA,NA,Y,N,dil_qPCR_2,33,11.846,7.330388023,21398731.18,213987311.8,8.330388023
B3,t33,pflM2,13.06,12.546,0.628,TRUE,0.212,TRUE,3,9,Amp,0.974,91.367,NA,NA,NA,Y,N,dil_qPCR_2,33,13.06,6.998872867,9974080.458,99740804.58,7.998872867
B3,t33,pflM2,12.732,12.546,0.628,TRUE,0.212,TRUE,3,8,Amp,0.971,91.367,NA,NA,NA,Y,N,dil_qPCR_2,33,12.732,7.088442036,12258632.8,122586328,8.088442036
B3,t76,pflM2,22.792,22.563,0.203,TRUE,0.212,TRUE,3,18,Amp,0.959,91.446,NA,NA,NA,N,N,dil_qPCR_2,76,22.792,4.341290086,21942.70106,219427.0106,5.341290086
B3,t76,pflM2,22.406,22.563,0.203,TRUE,0.212,TRUE,3,17,Amp,0.959,91.587,NA,NA,NA,N,N,dil_qPCR_2,76,22.406,4.446697706,27970.33745,279703.3745,5.446697706
B3,t76,pflM2,22.49,22.563,0.203,TRUE,0.212,TRUE,3,16,Amp,0.962,91.64,NA,NA,NA,N,N,dil_qPCR_2,76,22.49,4.42375926,26531.34459,265313.4459,5.42375926
B4,t30,pflM2,13.802,14.543,0.729,TRUE,0.212,TRUE,3,9,Amp,0.949,91.922,NA,NA,NA,Y,N,dil_qPCR_2,30,13.802,6.79624993,6255325.741,62553257.41,7.79624993
B4,t30,pflM2,14.567,14.543,0.729,TRUE,0.212,TRUE,3,9,Amp,0.961,91.761,NA,NA,NA,Y,N,dil_qPCR_2,30,14.567,6.587346228,3866751.193,38667511.93,7.587346228
B4,t30,pflM2,15.26,14.543,0.729,TRUE,0.212,TRUE,3,10,Amp,0.955,92.043,NA,NA,NA,Y,N,dil_qPCR_2,30,15.26,6.398104051,2500944.483,25009444.83,7.398104051
B3,t3,pflM2,20.004,19.478,0.484,TRUE,0.212,TRUE,3,14,Amp,0.962,91.76,NA,NA,NA,N,N,dil_qPCR_2,3,20.004,5.102628022,126656.6574,1266566.574,6.102628022
B3,t3,pflM2,19.379,19.478,0.484,TRUE,0.212,TRUE,3,14,Amp,0.968,91.477,NA,NA,NA,N,N,dil_qPCR_2,3,19.379,5.273300982,187629.4396,1876294.396,6.273300982
B3,t3,pflM2,19.052,19.478,0.484,TRUE,0.212,TRUE,3,13,Amp,0.964,91.615,NA,NA,NA,N,N,dil_qPCR_2,3,19.052,5.362597074,230460.8046,2304608.046,6.362597074
B3,t36,pflM2,11.958,12.147,0.249,TRUE,0.212,TRUE,3,7,Amp,0.958,91.615,NA,NA,NA,N,N,dil_qPCR_2,36,11.958,7.299803429,19943594.19,199435941.9,8.299803429
B3,t36,pflM2,12.054,12.147,0.249,TRUE,0.212,TRUE,3,7,Amp,0.974,91.367,NA,NA,NA,N,N,dil_qPCR_2,36,12.054,7.273588062,18775350.89,187753508.9,8.273588062
B3,t36,pflM2,12.43,12.147,0.249,TRUE,0.212,TRUE,3,8,Amp,0.971,91.367,NA,NA,NA,N,N,dil_qPCR_2,36,12.43,7.17091121,14822150.2,148221502,8.17091121
B4,t0,pflM2,25.707,25.614,0.092,TRUE,0.212,TRUE,3,20,Amp,0.963,91.446,NA,NA,NA,N,N,dil_qPCR_2,0,25.707,3.545271405,3509.711391,35097.11391,4.545271405
B4,t0,pflM2,25.611,25.614,0.092,TRUE,0.212,TRUE,3,21,Amp,0.966,91.446,NA,NA,NA,N,N,dil_qPCR_2,0,25.611,3.571486772,3728.093293,37280.93293,4.571486772
B4,t0,pflM2,25.523,25.614,0.092,TRUE,0.212,TRUE,3,20,Amp,0.971,91.498,NA,NA,NA,N,N,dil_qPCR_2,0,25.523,3.595517524,3940.193265,39401.93265,4.595517524
B4,t33,pflM2,12.287,12.576,0.274,TRUE,0.212,TRUE,3,7,Amp,0.973,91.498,NA,NA,NA,N,N,dil_qPCR_2,33,12.287,7.209961183,16216651.47,162166514.7,8.209961183
B4,t33,pflM2,12.609,12.576,0.274,TRUE,0.212,TRUE,3,8,Amp,0.981,91.338,NA,NA,NA,N,N,dil_qPCR_2,33,12.609,7.122030474,13244344.68,132443446.8,8.122030474
B4,t33,pflM2,12.833,12.576,0.274,TRUE,0.212,TRUE,3,7,Amp,0.979,91.62,NA,NA,NA,N,N,dil_qPCR_2,33,12.833,7.060861286,11504328.81,115043288.1,8.060861286
B3,t6,pflM2,14.616,14.365,0.221,TRUE,0.212,TRUE,3,10,Amp,0.967,91.336,NA,NA,NA,N,N,dil_qPCR_2,6,14.616,6.573965468,3749431.884,37494318.84,7.573965468
B3,t6,pflM2,14.2,14.365,0.221,TRUE,0.212,TRUE,3,9,Amp,0.96,91.195,NA,NA,NA,N,N,dil_qPCR_2,6,14.2,6.68756539,4870408.512,48704085.12,7.68756539
B3,t6,pflM2,14.278,14.365,0.221,TRUE,0.212,TRUE,3,10,Amp,0.973,91.333,NA,NA,NA,N,N,dil_qPCR_2,6,14.278,6.666265405,4637302.263,46373022.63,7.666265405
B3,t48,pflM2,9.881,9.582,0.32,TRUE,0.212,TRUE,3,6,Amp,0.969,91.615,NA,NA,NA,N,N,dil_qPCR_2,48,9.881,7.866983806,73617964.69,736179646.9,8.866983806
B3,t48,pflM2,9.244,9.582,0.32,TRUE,0.212,TRUE,3,5,Amp,0.987,91.367,NA,NA,NA,N,N,dil_qPCR_2,48,9.244,8.040933686,109883804.2,1098838042,9.040933686
B4,t3,pflM2,20.495,20.312,0.311,TRUE,0.212,TRUE,3,15,Amp,0.956,91.305,NA,NA,NA,N,N,dil_qPCR_2,3,20.495,4.968547346,93013.79106,930137.9106,5.968547346
B4,t3,pflM2,20.489,20.312,0.311,TRUE,0.212,TRUE,3,14,Amp,0.961,91.305,NA,NA,NA,N,N,dil_qPCR_2,3,20.489,4.970185806,93365.36646,933653.6646,5.970185806
B4,t3,pflM2,19.953,20.312,0.311,TRUE,0.212,TRUE,3,14,Amp,0.968,91.357,NA,NA,NA,N,N,dil_qPCR_2,3,19.953,5.116554936,130784.0963,1307840.963,6.116554936
B4,t36,pflM2,11.545,11.407,0.12,TRUE,0.212,TRUE,3,7,Amp,0.962,91.64,NA,NA,NA,N,N,dil_qPCR_2,36,11.545,7.41258412,25857356.32,258573563.2,8.41258412
B4,t36,pflM2,11.331,11.407,0.12,TRUE,0.212,TRUE,3,6,Amp,0.986,91.196,NA,NA,NA,N,N,dil_qPCR_2,36,11.331,7.471022541,29581660.01,295816600.1,8.471022541
B4,t36,pflM2,11.346,11.407,0.12,TRUE,0.212,TRUE,3,6,Amp,0.976,91.479,NA,NA,NA,N,N,dil_qPCR_2,36,11.346,7.46692639,29303965.22,293039652.2,8.46692639
B3,t9,pflM2,12.616,12.762,0.139,TRUE,0.212,TRUE,3,7,Amp,0.959,91.477,NA,NA,NA,N,N,dil_qPCR_2,9,12.616,7.120118937,13186178.1,131861781,8.120118937
B3,t9,pflM2,12.892,12.762,0.139,TRUE,0.212,TRUE,3,8,Amp,0.974,91.195,NA,NA,NA,N,N,dil_qPCR_2,9,12.892,7.044749759,11085358.91,110853589.1,8.044749759
B3,t9,pflM2,12.777,12.762,0.139,TRUE,0.212,TRUE,3,8,Amp,0.964,91.333,NA,NA,NA,N,N,dil_qPCR_2,9,12.777,7.076153583,11916633.51,119166335.1,8.076153583
B3,t51,pflM2,17.224,17.105,0.11,TRUE,0.212,TRUE,3,11,Amp,0.959,91.333,NA,NA,NA,N,N,dil_qPCR_2,51,17.224,5.861781344,727413.4793,7274134.793,6.861781344
B3,t51,pflM2,17.008,17.105,0.11,TRUE,0.212,TRUE,3,12,Amp,0.96,91.225,NA,NA,NA,N,N,dil_qPCR_2,51,17.008,5.920765919,833231.959,8332319.59,6.920765919
B3,t51,pflM2,17.084,17.105,0.11,TRUE,0.212,TRUE,3,11,Amp,0.958,91.225,NA,NA,NA,N,N,dil_qPCR_2,51,17.084,5.900012087,794350.3428,7943503.428,6.900012087
B4,t6,pflM2,15.954,15.782,0.193,TRUE,0.212,TRUE,3,11,Amp,0.967,91.305,NA,NA,NA,N,N,dil_qPCR_2,6,15.954,6.208588797,1616548.718,16165487.18,7.208588797
B4,t6,pflM2,15.819,15.782,0.193,TRUE,0.212,TRUE,3,10,Amp,0.961,91.164,NA,NA,NA,N,N,dil_qPCR_2,6,15.819,6.245454157,1759762.896,17597628.96,7.245454157
B4,t6,pflM2,15.574,15.782,0.193,TRUE,0.212,TRUE,3,11,Amp,0.965,91.216,NA,NA,NA,N,N,dil_qPCR_2,6,15.574,6.312357957,2052853.496,20528534.96,7.312357957
B4,t48,pflM2,10.864,11.098,0.289,TRUE,0.212,TRUE,3,6,Amp,0.974,91.357,NA,NA,NA,N,N,dil_qPCR_2,48,10.864,7.598549376,39677963.75,396779637.5,8.598549376
B4,t48,pflM2,11.009,11.098,0.289,TRUE,0.212,TRUE,3,6,Amp,0.975,91.196,NA,NA,NA,N,N,dil_qPCR_2,48,11.009,7.55895325,36220400.64,362204006.4,8.55895325
B4,t48,pflM2,11.421,11.098,0.289,TRUE,0.212,TRUE,3,7,Amp,0.968,91.338,NA,NA,NA,N,N,dil_qPCR_2,48,11.421,7.446445635,27954107.77,279541077.7,8.446445635
B3,t12,pflM2,11.765,11.749,0.151,TRUE,0.212,TRUE,3,8,Amp,0.982,91.195,NA,NA,NA,N,N,dil_qPCR_2,12,11.765,7.352507238,22516829.46,225168294.6,8.352507238
B3,t12,pflM2,11.892,11.749,0.151,TRUE,0.212,TRUE,3,7,Amp,0.986,91.054,NA,NA,NA,N,N,dil_qPCR_2,12,11.892,7.317826493,20788659.85,207886598.5,8.317826493
B3,t12,pflM2,11.59,11.749,0.151,TRUE,0.212,TRUE,3,7,Amp,0.989,91.192,NA,NA,NA,N,N,dil_qPCR_2,12,11.59,7.400295667,25135971.02,251359710.2,8.400295667
